horizon,feature_set,model,n,n_events,prevalence,threshold,f1_macro,roc_auc,auprc,brier,precision_event,recall_event,precision_free,recall_free
10,CV17_THY_CONT_STATES,LogisticRegression,1568,577,0.367984693877551,0.5,0.7764015645371578,0.861942928295736,0.7921579137750925,0.15039248231928135,0.6795827123695977,0.7902946273830156,0.8651059085841695,0.7830474268415741
10,CV17_THY_CONT_STATES,SVC,1568,577,0.367984693877551,0.5,0.7602996254681649,0.8519281855591134,0.7644864009846495,0.15354925499748467,0.6621823617339312,0.7677642980935875,0.8509454949944383,0.7719475277497477
10,CV17_THY_CONT_STATES,KNeighbors,1568,577,0.367984693877551,0.5,0.7002847459486703,0.7693968419414243,0.6127810003515255,0.19839285714285718,0.6028257456828885,0.6655112651646448,0.7926960257787325,0.7447023208879919
10,CV17_THY_CONT_STATES,RandomForest,1568,577,0.367984693877551,0.5,0.775495327533931,0.8584085189583198,0.782954569874187,0.14664744897959184,0.7101694915254237,0.7261698440207972,0.8384458077709611,0.82744702320888
10,CV17_THY_CONT_STATES,AdaBoost,1568,577,0.367984693877551,0.5,0.762167947413539,0.8463030358145319,0.7665522023749435,0.1906186649941604,0.6681887366818874,0.7608318890814558,0.8485181119648738,0.7800201816347124
10,CV17_THY_CONT_STATES,MLP,1568,577,0.367984693877551,0.5,0.7654170723790976,0.8514691145788702,0.7782377607485624,0.15853227144125437,0.6622998544395924,0.7885615251299827,0.8615209988649262,0.7658930373360242
10,CV17_THY_CONT_STATES,GradientBoosting,1568,577,0.367984693877551,0.5,0.7650352659708677,0.8507503405869463,0.7724843124612885,0.15344782789686992,0.6738461538461539,0.7590987868284229,0.8485838779956427,0.786074672048436
10,CV17_THY_CONT_STATES,XGBoost,1568,577,0.367984693877551,0.5,0.7612567204301075,0.8435538564585604,0.750427295123464,0.16785648115184387,0.6991304347826087,0.6967071057192374,0.823766364551863,0.8254288597376388
10,CV17_THY_CONT_RATIO,LogisticRegression,1568,577,0.367984693877551,0.5,0.7779722295706912,0.8640450361747932,0.7937536820753994,0.14916753714487158,0.68,0.7954939341421143,0.8678611422172452,0.7820383451059536
10,CV17_THY_CONT_RATIO,SVC,1568,577,0.367984693877551,0.5,0.7641652447604739,0.8531602446279952,0.7644612207195463,0.15290996574121465,0.6671664167916042,0.7712305025996534,0.853496115427303,0.7759838546922301
10,CV17_THY_CONT_RATIO,KNeighbors,1568,577,0.367984693877551,0.5,0.7182339063026626,0.7773601932120453,0.626690018857447,0.1955102040816327,0.6267942583732058,0.6811091854419411,0.8044633368756642,0.763874873864783
10,CV17_THY_CONT_RATIO,RandomForest,1568,577,0.367984693877551,0.5,0.784738556890699,0.8582397557217731,0.7795550753761126,0.1463591198979592,0.7279029462738301,0.7279029462738301,0.8415741675075681,0.8415741675075681
10,CV17_THY_CONT_RATIO,AdaBoost,1568,577,0.367984693877551,0.5,0.7651716109080374,0.8457845042120855,0.7616559795295924,0.1912849711208013,0.6733128834355828,0.7608318890814558,0.8493449781659389,0.7850655903128153
10,CV17_THY_CONT_RATIO,MLP,1568,577,0.367984693877551,0.5,0.7714616906572451,0.8616211413991084,0.7846513329458461,0.14989643511599465,0.6826625386996904,0.7642980935875217,0.8524945770065075,0.79313824419778
10,CV17_THY_CONT_RATIO,GradientBoosting,1568,577,0.367984693877551,0.5,0.7689167974882261,0.8495716211938644,0.7687477770658672,0.15385635302849693,0.6790123456790124,0.7625649913344887,0.8510869565217392,0.7901109989909183
10,CV17_THY_CONT_RATIO,XGBoost,1568,577,0.367984693877551,0.5,0.7586338535371927,0.8383475543321436,0.7486973813921253,0.17490159278351322,0.7023172905525846,0.682842287694974,0.8182720953326713,0.8314833501513622
